trial,t_ms,flywire_id,v_mv
0,201.2,10001,-52.000
0,201.2,10010,-52.000
0,201.3,10001,-52.000
0,201.3,10010,-52.000
0,201.4,10001,-52.000
0,201.4,10010,-52.000
0,201.5,10001,-52.000
0,201.5,10010,-52.000
0,201.6,10001,-52.000
0,201.6,10010,-52.000
0,201.7,10001,-52.000
0,201.7,10010,-52.000
0,201.8,10001,-52.000
0,201.8,10010,-52.000
0,201.9,10001,-52.000
0,201.9,10010,-52.000
0,202.0,10001,-52.000
0,202.0,10010,-52.000
0,202.1,10001,-52.000
0,202.1,10010,-52.000
0,202.2,10001,-52.000
0,202.2,10010,-52.000
0,202.3,10001,-52.000
0,202.3,10010,-52.000
0,202.4,10001,-52.000
0,202.4,10010,-52.000
0,202.5,10001,-52.000
0,202.5,10010,-52.000
0,202.6,10001,-52.000
0,202.6,10010,-52.000
0,202.7,10001,-52.000
0,202.7,10010,-52.000
0,202.8,10001,-52.000
0,202.8,10010,-52.000
0,202.9,10001,-52.000
0,202.9,10010,-52.000
0,203.0,10001,-52.000
0,203.0,10010,-52.000
0,203.1,10001,-52.000
0,203.1,10010,-52.000
0,203.2,10001,-52.000
0,203.2,10010,-52.000
0,203.3,10001,-52.000
0,203.3,10010,-52.000
0,203.4,10001,-52.000
0,203.4,10010,-52.000
0,203.5,10001,-52.000
0,203.5,10010,-52.000
0,203.6,10001,-52.000
0,203.6,10010,-52.000
0,203.7,10001,-52.000
0,203.7,10010,-52.000
0,203.8,10001,-52.000
0,203.8,10010,-52.000
0,203.9,10001,-52.000
0,203.9,10010,-52.000
0,204.0,10001,-52.000
0,204.0,10010,-52.000
0,204.1,10001,-52.000
0,204.1,10010,-52.000
0,204.2,10001,-52.000
0,204.2,10010,-52.000
0,204.3,10001,-52.000
0,204.3,10010,-52.000
0,204.4,10001,-52.000
0,204.4,10010,-52.000
0,204.5,10001,-52.000
0,204.5,10010,-52.000
0,204.6,10001,-52.000
0,204.6,10010,-52.000
0,204.7,10001,-52.000
0,204.7,10010,-52.000
0,204.8,10001,-52.000
0,204.8,10010,-52.000
0,204.9,10001,-52.000
0,204.9,10010,-52.000
0,205.0,10001,-52.000
0,205.0,10010,-52.000
0,205.1,10001,-52.000
0,205.1,10010,-52.000
0,205.2,10001,-52.000
0,205.2,10010,-52.000
0,205.3,10001,-52.000
0,205.3,10010,-52.000
0,205.4,10001,-52.000
0,205.4,10010,-52.000
0,205.5,10001,-52.000
0,205.5,10010,-52.000
0,205.6,10001,-52.000
0,205.6,10010,-52.000
0,205.7,10001,-52.000
0,205.7,10010,-52.000
0,205.8,10001,-52.000
0,205.8,10010,-52.000
0,205.9,10001,-52.000
0,205.9,10010,-52.000
0,206.0,10001,-52.000
0,206.0,10010,-52.000
0,206.1,10001,-52.000
0,206.1,10010,-52.000
0,206.2,10001,-52.000
0,206.2,10010,-52.000
0,206.3,10001,-52.000
0,206.3,10010,-52.000
0,206.4,10001,-52.000
0,206.4,10010,-52.000
0,206.5,10001,-52.000
0,206.5,10010,-52.000
0,206.6,10001,-52.000
0,206.6,10010,-52.000
0,206.7,10001,-52.000
0,206.7,10010,-52.000
0,206.8,10001,-52.000
0,206.8,10010,-52.000
0,206.9,10001,-52.000
0,206.9,10010,-52.000
0,207.0,10001,-52.000
0,207.0,10010,-52.000
0,207.1,10001,-52.000
0,207.1,10010,-52.000
0,207.2,10001,-52.000
0,207.2,10010,-52.000
0,207.3,10001,-52.000
0,207.3,10010,-52.000
0,207.4,10001,-52.000
0,207.4,10010,-52.000
0,207.5,10001,-52.000
0,207.5,10010,-52.000
0,207.6,10001,-52.000
0,207.6,10010,-52.000
0,207.7,10001,-52.000
0,207.7,10010,-52.000
0,207.8,10001,-52.000
0,207.8,10010,-52.000
0,207.9,10001,-52.000
0,207.9,10010,-52.000
0,208.0,10001,-52.000
0,208.0,10010,-52.000
0,208.1,10001,-52.000
0,208.1,10010,-52.000
0,208.2,10001,-52.000
0,208.2,10010,-52.000
0,208.3,10001,-52.000
0,208.3,10010,-52.000
0,208.4,10001,-52.000
0,208.4,10010,-52.000
0,208.5,10001,-52.000
0,208.5,10010,-52.000
0,208.6,10001,-52.000
0,208.6,10010,-52.000
0,208.7,10001,-52.000
0,208.7,10010,-52.000
0,208.8,10001,-52.000
0,208.8,10010,-52.000
0,208.9,10001,-52.000
0,208.9,10010,-52.000
0,209.0,10001,-52.000
0,209.0,10010,-52.000
0,209.1,10001,-52.000
0,209.1,10010,-52.000
0,209.2,10001,-52.000
0,209.2,10010,-52.000
0,209.3,10001,-52.000
0,209.3,10010,-52.000
0,209.4,10001,-52.000
0,209.4,10010,-52.000
0,209.5,10001,-52.000
0,209.5,10010,-52.000
0,209.6,10001,-52.000
0,209.6,10010,-52.000
0,209.7,10001,-52.000
0,209.7,10010,-52.000
0,209.8,10001,-52.000
0,209.8,10010,-52.000
0,209.9,10001,-52.000
0,209.9,10010,-52.000
0,210.0,10001,-52.000
0,210.0,10010,-52.000
0,210.1,10001,-52.000
0,210.1,10010,-52.000
0,210.2,10001,-52.000
0,210.2,10010,-52.000
0,210.3,10001,-52.000
0,210.3,10010,-52.000
0,210.4,10001,-52.000
0,210.4,10010,-52.000
0,210.5,10001,-52.000
0,210.5,10010,-52.000
0,210.6,10001,-52.000
0,210.6,10010,-52.000
0,210.7,10001,-52.000
0,210.7,10010,-52.000
0,210.8,10001,-52.000
0,210.8,10010,-52.000
0,210.9,10001,-52.000
0,210.9,10010,-52.000
0,211.0,10001,-52.000
0,211.0,10010,-52.000
0,211.1,10001,-52.000
0,211.1,10010,-52.000
0,211.2,10001,-52.000
0,211.2,10010,-52.000
0,211.3,10001,-52.000
0,211.3,10010,-52.000
0,211.4,10001,-52.000
0,211.4,10010,-52.000
0,211.5,10001,-52.000
0,211.5,10010,-52.000
0,211.6,10001,-52.000
0,211.6,10010,-52.000
0,211.7,10001,-52.000
0,211.7,10010,-52.000
0,211.8,10001,-52.000
0,211.8,10010,-52.000
0,211.9,10001,-52.000
0,211.9,10010,-52.000
0,212.0,10001,-52.000
0,212.0,10010,-52.000
0,212.1,10001,-52.000
0,212.1,10010,-52.000
0,212.2,10001,-52.000
0,212.2,10010,-52.000
0,212.3,10001,-52.000
0,212.3,10010,-52.000
0,212.4,10001,-52.000
0,212.4,10010,-52.000
0,212.5,10001,-52.000
0,212.5,10010,-52.000
0,212.6,10001,-52.000
0,212.6,10010,-52.000
0,212.7,10001,-52.000
0,212.7,10010,-52.000
0,212.8,10001,-52.000
0,212.8,10010,-52.000
0,212.9,10001,-52.000
0,212.9,10010,-52.000
0,213.0,10001,-52.000
0,213.0,10010,-52.000
0,213.1,10001,-52.000
0,213.1,10010,-52.000
0,213.2,10001,-52.000
0,213.2,10010,-52.000
0,213.3,10001,-52.000
0,213.3,10010,-52.000
0,213.4,10001,-52.000
0,213.4,10010,-52.000
0,213.5,10001,-52.000
0,213.5,10010,-52.000
0,213.6,10001,-52.000
0,213.6,10010,-52.000
0,213.7,10001,-52.000
0,213.7,10010,-52.000
0,213.8,10001,-52.000
0,213.8,10010,-52.000
0,213.9,10001,-52.000
0,213.9,10010,-52.000
0,214.0,10001,-52.000
0,214.0,10010,-52.000
0,214.1,10001,-52.000
0,214.1,10010,-52.000
0,214.2,10001,-52.000
0,214.2,10010,-52.000
0,214.3,10001,-52.000
0,214.3,10010,-52.000
0,214.4,10001,-52.000
0,214.4,10010,-52.000
0,214.5,10001,-52.000
0,214.5,10010,-52.000
0,214.6,10001,-52.000
0,214.6,10010,-52.000
0,214.7,10001,-52.000
0,214.7,10010,-52.000
0,214.8,10001,-52.000
0,214.8,10010,-52.000
0,214.9,10001,-52.000
0,214.9,10010,-52.000
0,215.0,10001,-52.000
0,215.0,10010,-52.000
0,215.1,10001,-52.000
0,215.1,10010,-52.000
0,215.2,10001,-52.000
0,215.2,10010,-52.000
0,215.3,10001,-52.000
0,215.3,10010,-52.000
0,215.4,10001,-52.000
0,215.4,10010,-52.000
0,215.5,10001,-52.000
0,215.5,10010,-52.000
0,215.6,10001,-52.000
0,215.6,10010,-52.000
0,215.7,10001,-52.000
0,215.7,10010,-52.000
0,215.8,10001,-52.000
0,215.8,10010,-52.000
0,215.9,10001,-52.000
0,215.9,10010,-52.000
0,216.0,10001,-52.000
0,216.0,10010,-52.000
0,216.1,10001,-52.000
0,216.1,10010,-52.000
0,216.2,10001,-52.000
0,216.2,10010,-52.000
0,216.3,10001,-52.000
0,216.3,10010,-52.000
0,216.4,10001,-52.000
0,216.4,10010,-52.000
0,216.5,10001,-52.000
0,216.5,10010,-52.000
0,216.6,10001,-52.000
0,216.6,10010,-52.000
0,216.7,10001,-52.000
0,216.7,10010,-52.000
0,216.8,10001,-52.000
0,216.8,10010,-52.000
0,216.9,10001,-52.000
0,216.9,10010,-52.000
0,217.0,10001,-52.000
0,217.0,10010,-52.000
0,217.1,10001,-52.000
0,217.1,10010,-52.000
0,217.2,10001,-52.000
0,217.2,10010,-52.000
0,217.3,10001,-52.000
0,217.3,10010,-52.000
0,217.4,10001,-52.000
0,217.4,10010,-52.000
0,217.5,10001,-52.000
0,217.5,10010,-52.000
0,217.6,10001,-52.000
0,217.6,10010,-52.000
0,217.7,10001,-52.000
0,217.7,10010,-52.000
0,217.8,10001,-52.000
0,217.8,10010,-52.000
0,217.9,10001,-52.000
0,217.9,10010,-52.000
0,218.0,10001,-52.000
0,218.0,10010,-52.000
0,218.1,10001,-52.000
0,218.1,10010,-52.000
0,218.2,10001,-52.000
0,218.2,10010,-52.000
0,218.3,10001,-52.000
0,218.3,10010,-52.000
0,218.4,10001,-52.000
0,218.4,10010,-52.000
0,218.5,10001,-52.000
0,218.5,10010,-52.000
0,218.6,10001,-52.000
0,218.6,10010,-52.000
0,218.7,10001,-52.000
0,218.7,10010,-52.000
0,218.8,10001,-52.000
0,218.8,10010,-52.000
0,218.9,10001,-52.000
0,218.9,10010,-52.000
0,219.0,10001,-52.000
0,219.0,10010,-52.000
0,219.1,10001,-52.000
0,219.1,10010,-52.000
0,219.2,10001,-52.000
0,219.2,10010,-52.000
0,219.3,10001,-52.000
0,219.3,10010,-52.000
0,219.4,10001,-52.000
0,219.4,10010,-52.000
0,219.5,10001,-52.000
0,219.5,10010,-52.000
0,219.6,10001,-52.000
0,219.6,10010,-52.000
0,219.7,10001,-52.000
0,219.7,10010,-52.000
0,219.8,10001,-52.000
0,219.8,10010,-52.000
0,219.9,10001,-52.000
0,219.9,10010,-52.000
0,220.0,10001,-52.000
0,220.0,10010,-52.000
0,220.1,10001,-52.000
0,220.1,10010,-52.000
0,220.2,10001,-52.000
0,220.2,10010,-52.000
0,220.3,10001,-52.000
0,220.3,10010,-52.000
0,220.4,10001,-52.000
0,220.4,10010,-52.000
0,220.5,10001,-52.000
0,220.5,10010,-52.000
0,220.6,10001,-52.000
0,220.6,10010,-52.000
0,220.7,10001,-52.000
0,220.7,10010,-52.000
0,220.8,10001,-52.000
0,220.8,10010,-52.000
0,220.9,10001,-52.000
0,220.9,10010,-52.000
0,221.0,10001,-52.000
0,221.0,10010,-52.000
0,221.1,10001,-52.000
0,221.1,10010,-52.000
0,221.2,10001,-52.000
0,221.2,10010,-52.000
0,221.3,10001,-52.000
0,221.3,10010,-52.000
0,221.4,10001,-52.000
0,221.4,10010,-52.000
0,221.5,10001,-52.000
0,221.5,10010,-52.000
0,221.6,10001,-52.000
0,221.6,10010,-52.000
0,221.7,10001,-52.000
0,221.7,10010,-52.000
0,221.8,10001,-52.000
0,221.8,10010,-52.000
0,221.9,10001,-52.000
0,221.9,10010,-52.000
0,222.0,10001,-52.000
0,222.0,10010,-52.000
0,222.1,10001,-52.000
0,222.1,10010,-52.000
0,222.2,10001,-52.000
0,222.2,10010,-52.000
0,222.3,10001,-52.000
0,222.3,10010,-52.000
0,222.4,10001,-52.000
0,222.4,10010,-52.000
0,222.5,10001,-52.000
0,222.5,10010,-52.000
0,222.6,10001,-52.000
0,222.6,10010,-52.000
0,222.7,10001,-52.000
0,222.7,10010,-52.000
